"Case ID","Approved Date","Approver Name","Approver PSID","Assessment Status","Assessment Type","Assignee Team","Assignee Name","Assignee PSID","Booking Location","Creation Date","Modified Date","Case Status","Case Type","Client LEID","Client Name","Domicile Country","Group Name","ISIC Code","ISIC Description","Last Modified Staff Name","Last Modified PSID","Recommended Rating","RSRMA Rating","Submitter Name","Submitter PSID","Submitter Team","Version"
"5285","05/05/2023 08:37:15","","1663236","Completed","RSRMA","","","","SG","05/05/2023 07:12:53","05/05/2023 08:37:15","Approved","New","11327770","PETROCHINA INTERNATIONAL (SINGAPORE) PTE LTD.","SG","CHINA NATIONAL PETROLEUM CORPORATION (CNPC)","6124","WSALE TR IN MINERAL FUELS, LUBRICANTS &RELATED PDT,,","","1663236","Low","Low","","1663236","RSRMA Maker","02"
"5286","05/05/2023 07:43:22","","1672250","Completed","RSRMA","","","","HK","05/05/2023 07:35:11","05/05/2023 07:43:22","Approved","New","13471617","TENCENT HOLDINGS LIMITED","HK","TENCENT HOLDINGS LIMITED","8342","I T PROFESSIONAL SERVICES,,,","","1672250","Low","Low","","1672250","RSRMA Maker","02"
"5287","05/05/2023 07:54:20","","1455482","Completed","RSRMA","","","","PK","05/05/2023 07:44:14","05/05/2023 07:54:20","Approved","New","11312765","PAXAR PAKISTAN (PRIVATE) LIMITED","PK","AVERY DENNISON","3219","MFR OF TEXTILES NEC","","1455482","Very Low","Very Low","","1455482","RSRMA Maker","02"
"5288","05/05/2023 08:29:54","","1648510","Completed","RSRMA","","","","HK","05/05/2023 08:26:06","05/05/2023 08:29:54","Approved","New","13618672","SPOTVIEW DEVELOPMENT LIMITED","HK","NEW WORLD","8414","REAL ESTATE DEVELOPMENT - RESIDENTIAL","","1648510","Very Low","Very Low","","1648510","RSRMA Maker","02"
"5289","05/05/2023 08:58:29","","1666161","Completed","RSRMA","","","","KY","05/05/2023 08:54:26","05/05/2023 08:58:29","Approved","New","11175699","BREVAN HOWARD MASTER FUND LIMITED","GB","BREVAN HOWARD ASSET MANAGEMENT LLP","8190","FINANCIAL INSTITUTIONS & FINANCIAL SERVICES NEC,,,","","1666161","Very Low","Very Low","","1666161","RSRMA Maker","02"
"5290","05/05/2023 09:02:54","","1666161","Completed","RSRMA","","","","GB","05/05/2023 08:59:09","05/05/2023 09:02:54","Approved","New","13737162","BREVAN RE BREVAN HOWARD ALPHA STRATEGIES MASTER FUND","JE","BREVAN HOWARD ASSET MANAGEMENT LLP","8190","FINANCIAL INSTITUTIONS & FINANCIAL SERVICES NEC,,,","","1666161","Very Low","Very Low","","1666161","RSRMA Maker","02"
"5291","05/05/2023 09:13:48","","1664210","Completed","RSRMA","","","","HK","05/05/2023 09:00:57","05/05/2023 09:13:48","Approved","New","13696470","Union (Group) Investment Limited","HK","Union Medical","9321","MEDICAL & HEALTH SERVICES","","1664210","Very Low","Very Low","","1664210","RSRMA Maker","02"
"5292","05/05/2023 09:13:07","","1652250","Completed","RSRMA","","","","CN","05/05/2023 09:10:29","05/05/2023 09:13:07","Approved","New","13921378","QIANHAI WOLEE(SHENZHEN) SUPPLY CHAIN MANAGEMENT CO.,LTD","CN","Wo Lee","6123","Wholesale of metals and metal ores","","1652250","Very Low","Very Low","","1652250","RSRMA Maker","02"
"5293","05/05/2023 09:45:39","","1663232","Completed","RSRMA","","","","SG","05/05/2023 09:30:45","05/05/2023 09:45:39","Approved","New","11002986","WKK DISTRIBUTION (SINGAPORE)PTE. LTD.","SG","WKK","6131","MACHINES & EQUIPMENT","","1663232","Very Low","Very Low","","1663232","RSRMA Maker","02"
"5295","06/06/2023 07:06:30","","1663236","Completed","RSRMA","","","","SG","05/05/2023 10:06:30","06/06/2023 07:06:30","Approved","Adhoc Review","13615167","HOLLYSYS INTERNATIONAL PTE. LTD.","SG","HOLLYSYS AUTOMATION TECHNOLOGIES, LTD.","3877","Manufacture of other general-purpose machinery","","1663236","Very Low","Very Low","","1663236","RSRMA Maker","02"
"5296","05/05/2023 10:54:18","","1626063","Completed","RSRMA","","","","NG","05/05/2023 10:11:37","05/05/2023 10:54:18","Approved","New","11305127","GZ INDUSTRIES LIMITED","NG","GZ INDUSTRIES LIMITED","3815","MFR OF METAL CANS CONTAINERS & RELATED PRODUCTS","","1626063","Very Low","Very Low","","1626063","RSRMA Maker","02"
"5297","05/05/2023 11:13:18","","2001010","Completed","RSRMA","","","","ZA","05/05/2023 10:52:01","05/05/2023 11:13:18","Approved","New","11170856","PRICEWATERHOUSECOOPERS SOUTH AFRICAN FIRM","ZA","PRICEWATERHOUSECOOPERS GLOBAL","8330","ACCOUNTING AUDITING & BOOK-KEEPING SERVICES","","2001010","Very Low","Very Low","","2001010","RSRMA Maker","02"
"5298","05/05/2023 11:08:01","","1516374","Completed","RSRMA","","","","GB","05/05/2023 10:57:59","05/05/2023 11:08:01","Approved","New","13951110","Northvolt Ett AB","SE","null","3834","MFR OF STORAGE & PRIMARILY BATTERIES","","1516374","Very Low","Very Low","","1516374","RSRMA Maker","02"
"5301","05/05/2023 15:11:08","","1588121","Completed","RSRMA","","","","SG","05/05/2023 15:09:26","05/05/2023 15:11:08","Approved","New","11150266","BOSTON SCIENTIFIC ASIA PACIFIC PTE. LTD.","SG","BOSTON SCIENTIFIC GROUP","3863","MFR OF SURGICAL & MEDICAL INSTRUMENTS & SUPPLIES,,,","","1588121","Very Low","Very Low","","1588121","RSRMA Maker","02"
"5302","05/05/2023 21:13:35","","1613974","Completed","RSRMA","","","","SG","05/05/2023 21:11:05","05/05/2023 21:13:35","Approved","New","13958772","ASTRONERGY NEW ENERGY TECHNOLOGY (SINGAPORE) PTE. LTD.","SG","null","6140","GENERAL IMPORTERS & EXPORTERS,,,","","1613974","Very Low","Very Low","","1613974","RSRMA Maker","02"
"5303","07/05/2023 04:15:01","","1519512","Completed","RSRMA","","","","VN","07/05/2023 04:01:41","07/05/2023 04:15:01","Approved","New","12093124","SUNHOUSE GROUP JOINT STOCK COMPANY","VN","SUNHOUSE INVESTMENT","3836","MFG OF ELECTRICAL HOUSEHOLD APPLIANCES","","1519512","Low","Low","","1519512","RSRMA Maker","02"
"5304","07/05/2023 04:50:09","","1508100","Completed","RSRMA","","","","SG","07/05/2023 04:46:38","07/05/2023 04:50:09","Approved","New","13614576","CNOOC ENERTECH INTERNATIONAL (SINGAPORE) PTE. LTD.","SG","CHINA NATIONAL OFFSHORE OIL CORP. (CNOOC)","6124","WSALE TR IN MINERAL FUELS, LUBRICANTS &RELATED PDT,,","","1508100","Very Low","Very Low","","1508100","RSRMA Maker","02"
"5305","07/05/2023 04:53:31","","1519512","Completed","RSRMA","","","","VN","07/05/2023 04:51:18","07/05/2023 04:53:31","Approved","New","13827763","TECOMEN HOLDING JOINT STOCK COMPANY","VN","KAROFI HOLDING JOINT STOCK COMPANY","3909","MFR INDUSTRIES NEC","","1519512","Low","Low","","1519512","RSRMA Maker","02"
"5306","07/05/2023 06:58:28","Jain, Gavish Kumar B","1431246","Completed","RSRMA","","","","IN","07/05/2023 06:55:59","07/05/2023 06:58:28","Approved","New","11063583","CHAKIAT AGENCIES PRIVATE LIMITED","IN","CHAKIAT GROUP","7143","SERVICES ALLIED TO TRANSPORT OF GOODS","Jain, Gavish Kumar B","1431246","Very Low","Very Low","Jain, Gavish Kumar B","1431246","RSRMA Maker","02"
"5307","07/05/2023 09:21:05","","1557583","Completed","RSRMA","","","","IN","07/05/2023 09:15:43","07/05/2023 09:21:05","Approved","New","13927208","SANSAR TRUST JUNE 2022 III","IN","SHRIRAM GROUP","8185","UNIT TRUSTS","","1557583","Very Low","Very Low","","1557583","RSRMA Maker","02"
"5308","07/05/2023 11:10:31","","1557583","Completed","RSRMA","","","","IN","07/05/2023 11:04:10","07/05/2023 11:10:31","Approved","New","13935133","SANSAR TRUST AUG 2022 II","IN","SHRIRAM GROUP","8186","TRUSTS & FOUNDATIONS","","1557583","Very Low","Very Low","","1557583","RSRMA Maker","02"
"5309","09/05/2023 07:22:53","","1650439","Completed","RSRMA","","","","AU","07/05/2023 13:02:10","09/05/2023 07:22:53","Approved","New","13877748","PERPETUAL TRUSTEE COMPANY LIMITED ATF OSH R2 TRUST","AU","LEND LEASE CORPORATION LTD","8414","REAL ESTATE DEVELOPMENT - RESIDENTIAL","","1650439","Very Low","Very Low","","1650439","RSRMA Maker","02"
"5310","08/05/2023 01:38:29","","1657676","Completed","RSRMA","","","","HK","08/05/2023 01:36:11","08/05/2023 01:38:29","Approved","New","13741639","GATEWAY REAL ESTATE FUND VI, L.P.","HK","GAW CAPITAL","8432","REAL ESTATE INVESTMENT - COMMERCIAL","","1657676","Very Low","Very Low","","1657676","RSRMA Maker","02"
"5311","","","","In Progress","RSRMA","Maker","Assign to Group","","AE","08/05/2023 02:10:18","08/05/2023 02:10:18","Initiated","New","13932278","Himalaya Global Holdings Ltd","KY","HIMALAYA GLOBAL HOLDINGS GROUP","3522","MFG OF MEDICINAL & PHARMACEUTICAL PRODUCTS","","","","","","1419688","RSRMA Maker","02"
"5312","08/05/2023 02:52:19","","1403403","Completed","RSRMA","","","","CN","08/05/2023 02:41:54","08/05/2023 02:52:19","Approved","New","11157465","Metso Outotec International Trade (Tianjin) Co., Ltd","CN","METSO OUTOTEC GROUP..","3825","MFR & REPAIR OF CONSTRUCTN & RELATED MACH & EQUIP","","1403403","Very Low","Very Low","","1403403","RSRMA Maker","02"
"5314","08/05/2023 03:22:16","","1671863","Completed","RSRMA","","","","TW","08/05/2023 03:19:57","08/05/2023 03:22:16","Approved","New","13496210","IATA LIMITED CORPORATION","TW","IATA (INTERNATIONAL AIR TRANSPORT ASSOCIATION)","7132","SUPPORTING SERVICES TO AIR TRANSPORT","","1671863","Very Low","Very Low","","1671863","RSRMA Maker","02"
"5315","08/05/2023 03:35:51","","1672250","Completed","RSRMA","","","","HK","08/05/2023 03:23:43","08/05/2023 03:35:51","Approved","New","12561848","HAID INTERNATIONAL GROUP LIMITED","HK","GUANGDONG HAID GROUP CO LTD","3122","MFR OF PREPARED ANIMAL FOOD","","1672250","Very Low","Very Low","","1672250","RSRMA Maker","02"
"5316","07/06/2023 07:20:49","","1481022","Completed","RSRMA","","","","MY","08/05/2023 03:50:32","07/06/2023 07:20:49","Approved","New","11682184","CJ POLYMERS SDN. BHD.","MY","CJ POLYMERS SDN BHD (GROUP)","6125","CHEMICALS &CHEMICAL PRODUCTS NEC,,,","","1481022","Very Low","Very Low","","1481022","RSRMA Maker","02"
"5317","09/05/2023 10:55:04","","1656036","Completed","RSRMA","","","","CN","08/05/2023 04:00:24","09/05/2023 10:55:04","Approved","New","13878243","Sunny Fields Trading (Shenzhen) Limited","CN","Little Freddie","6111","WHOLESALE TRADE-IN FOODDRINK & TOBACCO,,,","","1656036","Low","Low","","1656036","RSRMA Maker","02"
"5318","","","","In Progress","RSRMA","Maker","Assign to Group","","IN","08/05/2023 04:49:56","08/05/2023 04:49:56","Initiated","Adhoc Review","11062834","TATA HITACHI CONSTRUCTION MACHINERY COMPANY Private Limited","IN","HITACHI GROUP","3825","MFR & REPAIR OF CONSTRUCTN & RELATED MACH & EQUIP","","","","","Dasgupta, Ankit","1591042","RSRMA Maker","02"
"5319","08/05/2023 06:36:21","","1662695","Completed","RSRMA","","","","KR","08/05/2023 05:16:50","08/05/2023 06:36:21","Approved","New","13882769","L&F CO., LTD","KR","L AND F","3834","MFR OF STORAGE & PRIMARILY BATTERIES","","1662695","Very Low","Very Low","","1662695","RSRMA Maker","02"
"5320","09/05/2023 10:13:51"," Weiliang Glenn, Ho","1653753","Completed","RSRMA","","","","US","08/05/2023 05:29:39","09/05/2023 10:13:51","Approved","Adhoc Review","11213974","CHEVRON OFFSHORE (THAILAND) LTD","TH","CHEVRON CORPORATION","2200","Extraction Of Oil"," Weiliang Glenn, Ho","1653753","","","","1509382","RSRMA Maker","02"
"5321","08/05/2023 07:22:44","","1508100","Completed","RSRMA","","","","SG","08/05/2023 06:37:11","08/05/2023 07:22:44","Approved","Adhoc Review","13614576","CNOOC ENERTECH INTERNATIONAL (SINGAPORE) PTE. LTD.","SG","CHINA NATIONAL OFFSHORE OIL CORP. (CNOOC)","6124","WSALE TR IN MINERAL FUELS, LUBRICANTS &RELATED PDT,,","","1508100","Very Low","Very Low","","1508100","RSRMA Maker","02"
"5322","08/05/2023 07:21:56","","1652250","Completed","RSRMA","","","","CN","08/05/2023 07:13:02","08/05/2023 07:21:56","Approved","New","11224332","CHAOZHOU HONG KONG AND CHINA GAS CO.,LTD","CN","HENDERSON","4010","ELECTRICITY GENERATION & DISTRIBUTION","","1652250","Very Low","Very Low","","1652250","RSRMA Maker","02"
"5323","08/05/2023 07:31:49","","1656897","Completed","RSRMA","","","","VN","08/05/2023 07:25:18","08/05/2023 07:31:49","Approved","New","13390386","DUY TAN PLASTICS MANUFACTURING CORPORATION","VN","SIAM CEMENT GROUP","3570","MFR OF PLASTIC PRODUCTS NEC,,,","","1656897","Low","Low","","1656897","RSRMA Maker","02"
"5324","08/05/2023 08:25:02","","1626451","Completed","RSRMA","","","","ID","08/05/2023 07:44:05","08/05/2023 08:25:02","Approved","New","12669085","PT. Sarana Multi Infrastruktur (Persero)","ID","INDONESIA GOVERNMENT","8150","FINANCE COMPANIES","","1626451","Very Low","Very Low","","1626451","RSRMA Maker","02"
"5325","08/05/2023 08:16:47","","1348620","Completed","RSRMA","","","","AE","08/05/2023 07:57:52","08/05/2023 08:16:47","Approved","New","13475433","KUMANTI VENTURES DMCC","AE","FAREAST GROUP","6111","WHOLESALE TRADE-IN FOODDRINK & TOBACCO,,,","","1348620","Very Low","Very Low","","1348620","RSRMA Maker","02"
"5326","08/05/2023 08:11:57","","1612424","Completed","RSRMA","","","","MY","08/05/2023 08:03:23","08/05/2023 08:11:57","Approved","New","11332845","TECHNIP MARINE (M) SDN BHD","MY","TECHNIPFMC","3823","MFR&REPR OF MING,OILFIELD&GASFIELD&RLATED MACH&EQU,,","","1612424","Very Low","Very Low","","1612424","RSRMA Maker","02"
"5327","28/08/2023 09:34:40"," Weiliang Glenn, Ho","1653753","Completed","RSRMA","","","","BD","08/05/2023 08:21:32","28/08/2023 09:34:40","Approved","New","11104167","Summit Power Limited","BD","SUMMIT GROUP","4010","ELECTRICITY GENERATION & DISTRIBUTION"," Weiliang Glenn, Ho","1653753","","","","2003499","RSRMA Maker","02"
"5328","08/05/2023 08:56:35","Anand, Somya","1656234","Completed","RSRMA","","","","IN","08/05/2023 08:49:37","08/05/2023 08:56:35","Approved","New","13718340","HYOSUNG INDIA PRIVATE LIMITED","IN","HYOSUNG GROUP","3515","Manufacture of man-made fibres","Anand, Somya","1656234","Very Low","Very Low","Anand, Somya","1656234","RSRMA Maker","02"
"5329","08/05/2023 09:03:13","","1582166","Completed","RSRMA","","","","SG","08/05/2023 08:56:20","08/05/2023 09:03:13","Approved","New","13738024","SK SOUTH EAST ASIA INVESTMENT PTE. LTD.","SG","SK GROUP","8180","HOLDING & OTHER INVESTMENT COMPANIES,,,","","1582166","Very Low","Very Low","","1582166","RSRMA Maker","02"
"5330","09/05/2023 04:27:26","","1438360","Completed","RSRMA","","","","PK","08/05/2023 09:13:45","09/05/2023 04:27:26","Approved","New","11142343","INDUS DYEING & MANUFACTURING CO. LIMITED","PK","INDUS GROUP","3216","Preparation and spinning of textile fibres","","1438360","Low","Low","","1438360","RSRMA Maker","02"
"5331","14/05/2023 09:23:36","","1443285","Completed","RSRMA","","","","OM","08/05/2023 09:51:02","14/05/2023 09:23:36","Approved","New","11044933","MINISTRY OF FINANCE OMAN","OM","OMAN GOVERNMENT GROUP","9111","CENTRAL GOVERNMENT ORGANISATION","","1443285","Very Low","Very Low","","1443285","RSRMA Maker","02"
"5332","08/05/2023 09:56:29","","1664871","Completed","RSRMA","","","","IN","08/05/2023 09:53:42","08/05/2023 09:56:29","Approved","New","11226478","FUJIFILM INDIA PRIVATE LIMITED","IN","FUJIFILM HOLDINGS CORPORATION GROUP","6119","Wholesale of electronic and telecommunications equipment and parts","","1664871","Very Low","Very Low","","1664871","RSRMA Maker","02"
"5333","08/05/2023 09:59:30","","1465517","Completed","RSRMA","","","","IN","08/05/2023 09:54:02","08/05/2023 09:59:30","Approved","New","11251326","IFB INDUSTRIES LIMITED","IN","IFB GROUP","3850","Manufacture of domestic appliances","","1465517","Low","Low","","1465517","RSRMA Maker","02"
"5334","08/05/2023 10:41:10","","1657594","Completed","RSRMA","","","","VN","08/05/2023 10:32:57","08/05/2023 10:41:10","Approved","New","13562688","HYOSUNG DONG NAI COMPANY LIMITED","VN","HYOSUNG GROUP","3216","Preparation and spinning of textile fibres","","1657594","Low","Low","","1657594","RSRMA Maker","02"
"5335","15/05/2023 03:53:00","","1559173","Completed","RSRMA","","","","ID","08/05/2023 10:47:30","15/05/2023 03:53:00","Approved","New","11236089","PERUSAHAAN PERSEROAN (PERSERO) PT PERUSAHAAN GAS NEGARA TBK","ID","INDONESIA SOE CIB","4020","GAS MFR & DISTRIBUTION","","1559173","Low","High","","1206840","RSRMA Maker","02"
"5336","08/05/2023 11:05:33","","1669279","Completed","RSRMA","","","","AE","08/05/2023 10:53:33","08/05/2023 11:05:33","Approved","New","11190654","OQ TRADING LIMITED","AE","OMAN GOVERNMENT GROUP","6124","WSALE TR IN MINERAL FUELS, LUBRICANTS &RELATED PDT,,","","1669279","Very Low","Very Low","","1669279","RSRMA Maker","02"
"5337","08/05/2023 11:47:21","","1613974","Completed","RSRMA","","","","SG","08/05/2023 11:43:52","08/05/2023 11:47:21","Approved","New","13922879","ZIJIN (SINGAPORE) INTERNATIONAL CAPITAL PTE LTD","SG","ZIJIN MINING GROUP CO LTD","6123","Wholesale of metals and metal ores","","1613974","Very Low","Very Low","","1613974","RSRMA Maker","02"
"5338","08/05/2023 12:42:27","","1467920","Completed","RSRMA","","","","NG","08/05/2023 12:36:37","08/05/2023 12:42:27","Approved","New","12721439","JMG LIMITED","NG","JMG LIMITED","6133","MACHINERY & EQUIPMENT NEC,,,","","1467920","Low","Low","","1467920","RSRMA Maker","02"
"5339","08/05/2023 12:54:05","","1664402","Completed","RSRMA","","","","CN","08/05/2023 12:49:37","08/05/2023 12:54:05","Approved","New","11193707","SCG INTERNATIONAL CHINA (GUANGZHOU)CO.,LTD","CN","SIAM CEMENT GROUP","6131","MACHINES & EQUIPMENT","","1664402","Very Low","Very Low","","1664402","RSRMA Maker","02"
"5340","25/05/2023 12:37:04","","1658900","Completed","RSRMA","","","","GB","08/05/2023 13:31:33","25/05/2023 12:37:04","Approved","New","13878173","ISRAIR AIRLINES & TOURISM LTD","IL","ISRAIR GROUP","7131","Passenger air transport","","1658900","Very Low","Very Low","","2002824","RSRMA Maker","02"
"5341","08/05/2023 14:25:16","Sinha, Shivani","1585584","Completed","RSRMA","","","","IN","08/05/2023 14:20:10","08/05/2023 14:25:16","Approved","Adhoc Review","11065842","BHARTI AIRTEL LIMITED","IN","BHARTI GROUP","7223","Wireless telecommunications activities","Sinha, Shivani","1585584","Low","Low","Sinha, Shivani","1585584","RSRMA Maker","02"
"5342","21/08/2023 16:57:15","","1466969","Completed","RSRMA","","","","ZA","08/05/2023 15:03:54","21/08/2023 16:57:15","Approved","New","13914469","IHS TOWERS SOUTH AFRICA PROPRIETARY LIMITED","ZA","IHS HOLDING LIMITED","8379","EQUIPMENT RENTAL, LEASING & MAINTENANCE SVC NEC","","1466969","Low","Low","","1466969","RSRMA Maker","02"
"5343","08/05/2023 17:29:27","Okoye,Gerald","1381969","Completed","RSRMA","","","","US","08/05/2023 17:14:10","08/05/2023 17:29:27","Approved","New","13956943","Zinus, Inc.","US","HYUNDAI DEPARTMENT STORE","6115","WSALE TR IN FURNITURE,HM FURNISHG&OTH HSEHOLD EQUIP","Okoye,Gerald","1381969","Low","Low","Okoye,Gerald","1381969","RSRMA Maker","02"
"5344","08/05/2023 21:49:34","Okoye,Gerald","1381969","Completed","RSRMA","","","","US","08/05/2023 21:46:07","08/05/2023 21:49:34","Approved","New","13933271","TOTALENERGIES FINANCE USA, INC.","US","TOTAL GROUP","2200","Extraction Of Oil","Okoye,Gerald","1381969","Very Low","Very Low","Okoye,Gerald","1381969","RSRMA Maker","02"
"5345","08/05/2023 22:54:41","Okoye,Gerald","1381969","Completed","RSRMA","","","","US","08/05/2023 22:48:24","08/05/2023 22:54:41","Approved","New","13557792","PETROCHINA INTERNATIONAL (AMERICA) INC","US","CHINA NATIONAL PETROLEUM CORPORATION (CNPC)","6124","WSALE TR IN MINERAL FUELS, LUBRICANTS &RELATED PDT,,","Okoye,Gerald","1381969","Very Low","Very Low","Okoye,Gerald","1381969","RSRMA Maker","02"
"5346","30/05/2023 01:56:47","","1567077","Completed","RSRMA","","","","HK","09/05/2023 02:11:27","30/05/2023 01:56:47","Approved","New","11687200","CIFI HOLDINGS (GROUP) CO. LTD.","HK","CIFI GROUP","8414","REAL ESTATE DEVELOPMENT - RESIDENTIAL","","1567077","Very Low","Very Low","","1567077","RSRMA Maker","02"
"5347","09/05/2023 02:56:25","","1662906","Completed","RSRMA","","","","SG","09/05/2023 02:37:48","09/05/2023 02:56:25","Approved","New","11000314","ATS TRAFFIC PTE LTD","SG","ATS GROUP.","7190","SERVICES ALLIED TO TRANSPORT NEC","","1662906","Very Low","Very Low","","1662906","RSRMA Maker","02"
"5348","27/07/2023 10:03:40","Vikhar Ahmed, Ahmed","1631074","Completed","RSRMA","","","","HK","09/05/2023 02:58:38","27/07/2023 10:03:40","Approved","New","12573021","MONTERY ASIA LIMITED","HK","MONTERY","3570","MFR OF PLASTIC PRODUCTS NEC,,,","Vikhar Ahmed, Ahmed","1631074","","","","1607387","RSRMA Maker","02"
"5349","31/05/2023 02:58:23","Tan, Chin Teck","1412370","Completed","RSRMA","","","","SG","09/05/2023 03:10:29","31/05/2023 02:58:23","Approved","New","11002688","VENTURE CORPORATION LIMITED","SG","VENTURE GROUP","3849","MFR OF ELECTRONIC PRODUCTS & COMPONENTS NEC","Tan, Chin Teck","1412370","Low","Low","Tan, Chin Teck","1412370","RSRMA Maker","02"
"5350","09/05/2023 04:14:27","","1610209","Completed","RSRMA","","","","MY","09/05/2023 04:11:35","09/05/2023 04:14:27","Approved","New","11074998","UNITATA BHD","MY","UNITED PLANTATIONS BHD","3115","MFR-VEG&ANIMAL&FAT EXCT LAND&OTH EDIBLE ANIMAL FAT","","1610209","Very Low","Very Low","","1610209","RSRMA Maker","02"
"5351","24/08/2023 07:42:39"," Weiliang Glenn, Ho","1653753","Completed","RSRMA","","","","IN","09/05/2023 06:10:34","24/08/2023 07:42:39","Approved","New","11065611","LG POLYMERS INDIA PRIVATE LIMITED","IN","LG GROUP","3513","Manufacture of plastics and synthetic rubber in primary forms,,,"," Weiliang Glenn, Ho","1653753","","","","1414639","RSRMA Maker","02"
"5352","29/05/2023 06:25:18","","1665237","Completed","RSRMA","","","","PK","09/05/2023 06:45:45","29/05/2023 06:25:18","Approved","New","12416707","SHUJABAD AGRO INDUSTRIES (PRIVATE) LIMITED","PK","SHUJABAD AGRO GROUP","3115","MFR-VEG&ANIMAL&FAT EXCT LAND&OTH EDIBLE ANIMAL FAT","","1665237","Low","Low","","1665237","RSRMA Maker","02"
"5353","09/05/2023 07:20:20","","1466624","Completed","RSRMA","","","","CN","09/05/2023 07:10:57","09/05/2023 07:20:20","Approved","New","13883598","Grace (Hong Kong) International Trading Limited","CN","Yibin Development Holding Group Co., Ltd","6199","WHOLESALE TRADE NEC,,,","","1466624","Very Low","Very Low","","1466624","RSRMA Maker","02"
"5354","","","","In Progress","RSRMA","Maker","Assign to Group","2006249","ID","09/05/2023 07:45:50","10/08/2023 09:50:57","Initiated","New","11085489","PT CARGILL INDONESIA","ID","CARGILL GROUP","3122","MFR OF PREPARED ANIMAL FOOD","","2006249","","","","2006249","RSRMA Maker","02"
"5355","09/05/2023 08:13:20","","1444501","Completed","RSRMA","","","","CN","09/05/2023 07:47:29","09/05/2023 08:13:20","Approved","New","13913864","TCL Industries Holdings Co., Ltd.","CN","TCL GROUP","3837","MFR OF RADIO, TV & COMMUNICATN EQUIP & APPARATUS,,","","1444501","Very Low","Very Low","","1444501","RSRMA Maker","02"
"5356","02/06/2023 15:48:01","","1467394","Completed","RSRMA","","","","IN","09/05/2023 08:05:18","02/06/2023 15:48:01","Approved","Adhoc Review","13556414","HETERO LABS LIMITED","IN","HETERO GROUPS","3522","MFG OF MEDICINAL & PHARMACEUTICAL PRODUCTS","","1467394","","","","2004514","RSRMA Maker","02"
"5357","10/05/2023 01:38:43","","2005157","Completed","RSRMA","","","","CN","09/05/2023 08:51:19","10/05/2023 01:38:43","Approved","New","12384466","OFFSHORE OIL ENGINEERING CO.LTD","CN","CHINA NATIONAL OFFSHORE OIL CORP. (CNOOC)","3823","MFR&REPR OF MING,OILFIELD&GASFIELD&RLATED MACH&EQU,,","","2005157","Low","Low","Zhang,Leah","1282423","RSRMA Maker","02"
"5358","09/05/2023 09:06:37","","1492712","Completed","RSRMA","","","","SG","09/05/2023 09:01:34","09/05/2023 09:06:37","Approved","Adhoc Review","13813062","AET SHUTTLE TANKERS II PTE LTD","SG","PETRONAS GROUP","4020","GAS MFR & DISTRIBUTION","","1492712","Very Low","Very Low","","1492712","RSRMA Maker","02"
"5359","09/05/2023 09:09:25","","1652837","Completed","RSRMA","","","","TH","09/05/2023 09:07:21","09/05/2023 09:09:25","Approved","New","11091166","CARGILL SIAM LIMITED","TH","CARGILL GROUP","3122","MFR OF PREPARED ANIMAL FOOD","","1652837","Very Low","Very Low","","1652837","RSRMA Maker","02"
"5360","17/05/2023 09:43:27","","1577989","Completed","RSRMA","","","","CN","09/05/2023 09:09:45","17/05/2023 09:43:27","Approved","New","13827506","SDIC FINANCE LEASING CO LTD","CN","STATE DEVELOPMENT & INVESTMENT CORP.","8152","FINANCIAL LEASING COMPANIES,,,","","1577989","Very Low","Very Low","","1577989","RSRMA Maker","02"
"5361","09/05/2023 10:08:57","","2000807","Completed","RSRMA","","","","HK","09/05/2023 09:26:16","09/05/2023 10:08:57","Approved","New","13857143","TIANNENG POWER (HONG KONG) LIMITED","HK","TIANNENG GROUP","3834","MFR OF STORAGE & PRIMARILY BATTERIES","","2000807","Low","Low","","2000807","RSRMA Maker","02"
"5362","16/05/2023 06:38:50","","1648510","Completed","RSRMA","","","","HK","09/05/2023 09:43:05","16/05/2023 06:38:50","Approved","New","11018216","HIP HING CONSTRUCTION COMPANY LIMITED","HK","NEW WORLD","5019","OTH BUILDG CONTRACTG WORK-NOT ELSEWHERE CLASSIFIED","","1648510","Very Low","Very Low","","1648510","RSRMA Maker","02"
"5363","","","","In Progress","RSRMA","Maker","Assign to Group","","SG","09/05/2023 09:46:25","09/05/2023 09:46:25","Initiated","New","13742459","ONECONNECT FINANCIAL TECHNOLOGY (SINGAPORE) CO. PTE. LTD.","SG","PING AN INSURANCE (GROUP) COMPANY OF CHINA LTD","8348","Other information technology and computer service activities,,,","","","","","","2001987","RSRMA Maker","02"
"5364","24/05/2023 12:47:23","","1668766","Completed","RSRMA","","","","IN","09/05/2023 10:15:06","24/05/2023 12:47:23","Approved","New","13330455","NISSAN RENAULT FINANCIAL SERVICES INDIA PRIVATE LIMITED","IN","NISSAN MOTOR GROUP","8150","FINANCE COMPANIES","","1668766","Very Low","Very Low","","1668766","RSRMA Maker","02"
"5365","09/05/2023 10:24:23","","1492247","Completed","RSRMA","","","","DE","09/05/2023 10:19:27","09/05/2023 10:24:23","Approved","New","13878606","Dobra Energia dla Olsztyna sp. z o.o.","PL","MERIDIAM GROUP","4034","Treatment and disposal of non-hazardous waste","","1492247","Very Low","Very Low","","1492247","RSRMA Maker","02"
