"Case ID","Entity ID","Entity Name","Sector Name","ISIC Code","ISIC Description","Group ID","Client Group Name","Country of Domicile","Case Status","Ageing","Cancellation Reason","CRA Status","Created On","Modified On","Entity Classification","Review Type","Review Subtype","Maker PSID","Maker Name","Climate Risk Grading Status","Physical Risk BRAG","Transition Risk BRAG","Advisor PSID","Advisor Name","Date of submission to Climate Risk Advisor","Date of Rejection by Climate Risk Advisor","Approver Approved On","Approver Name","Approver PSID","Approver Rejected On","Assessment Type","Date of submission to RM","RM Rejected On","RM Recommended On","RM PSID","RM Name","RM Approved On","Primary Booking Location Country","Questionnaire Version","Case Assessment Review Reason","Current Aassignee Name","Current Assignee PSID","Checker Name","Checker PSID","CA Name","CA PSID","Case Initiator Name","Case Initiator Role","Case Initiator PSID","Date of submission to Checker","Date of Rejection by Checker","Total no. of days at initiation before acceptance by Maker","Total no. of days with Maker Team","Total no. of days with Checker Team","Total no. of days with Climate Risk Advisor Team","Total no. of days with RM","Total no. of days with Climate Risk Approver","Total Turnaround Time (TAT) for Case","Total no. of rejections by Checker","Total no. of rejections by Climate Risk Advisor","Total no. of rejections by RM","Total no. of rejections by Climate Risk Approver"
"10205","11125227","LNAME11125227","Metal & Mining Producers","","","990012573","GRP NAME 990012573","TANZANIA, UNITED REPUBLIC OF","Approved","","","Completed","30/06/2022 08:00:00","03/07/2022 19:50:00","","","","","","Red","","","","","","","","","","","New","","","","","","","TZ","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10206","11096435","MOHAMMED ENTERPRISES (TANZANIA) LIMITED","Trading Companies & Distributors","","","990050399","MOHAMMED ENTERPRISES (TANZANIA) LIMITED","TANZANIA, UNITED REPUBLIC OF","Approved","","","Completed","31/12/2021 08:00:00","03/07/2022 19:50:00","","","","","","Red","","","","","","","","","","","New","","","","","","","TZ","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10207","11497113","PROVIDENT HOUSING LIMITED","CRE","","","990043902","PURAVANKARA PROJECTS GROUP","INDIA","Approved","","","Completed","31/01/2022 08:00:00","03/07/2022 19:50:00","","","","","","Red","","","","","","","","","","","New","","","","","","","IN","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10208","11065983","PRICEWATERHOUSECOOPERS PRIVATE LIMITED","Commercial  & Professional Services","","","990059092","PRICEWATERHOUSECOOPERS GLOBAL","UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND","Approved","","","Completed","31/01/2022 08:00:00","03/07/2022 19:50:00","","","","","","Amber","","","","","","","","","","","New","","","","","","","GB","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10209","13736173","CITY EDIBLE OIL LIMITED","Agri Producers","","","990030505","CITY GROUP","BANGLADESH","Approved","","","Completed","31/01/2022 08:00:00","03/07/2022 19:50:00","","","","","","Red","","","","","","","","","","","New","","","","","","","BD","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10210","13751189","LNAME13751189","Consumer Services","","","990003967","GRP NAME 990003967","AUSTRALIA","Approved","","","Completed","31/12/2021 08:00:00","03/07/2022 19:50:00","","","","","","Amber","","","","","","","","","","","New","","","","","","","AU","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10211","13770029","LNAME13770029","Other Materials","","","990000416","GRP NAME 990000416","VIET NAM","Approved","","","Completed","31/05/2022 08:00:00","03/07/2022 19:50:00","","","","","","Green","","","","","","","","","","","New","","","","","","","VN","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10212","11063020","NHAVA SHEVA INTERNATIONAL CONTAINER TERMINAL PRIVATE LIMITED","T & S - Non O&G tanker Water Transport","","","990052771","DUBAI WORLD","UNITED ARAB EMIRATES","Approved","","","Completed","31/01/2022 08:00:00","03/07/2022 19:50:00","","","","","","Amber","","","","","","","","","","","New","","","","","","","AE","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10213","13619549","HABIGANJ AGRO LIMITED","Food, Beverage & Tobacco","","","990021603","PRAN GROUP","BANGLADESH","Approved","","","Completed","31/03/2022 08:00:00","03/07/2022 19:50:00","","","","","","Red","","","","","","","","","","","New","","","","","","","BD","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10214","12588640","JIANGSU HENGXINGMAO FINANCIAL LEASING CO LTD","Other Capital Goods","","","990000485","CHWEE CHENG","SINGAPORE","Approved","","","Completed","28/02/2022 08:00:00","03/07/2022 19:50:00","","","","","","Red","","","","","","","","","","","New","","","","","","","SG","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10215","11123320","DOTT SERVICES LIMITED","Building Products, Construction & Engineering","","","990050293","DOTT SERVICES LIMITED","UGANDA","Approved","","","Completed","31/10/2021 08:00:00","03/07/2022 19:50:00","","","","","","Black","","","","","","","","","","","New","","","","","","","UG","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10216","11257028","LNAME11257028","Building Products, Construction & Engineering","","","990063783","GRP NAME 990063783","OMAN","Approved","","","Completed","28/02/2022 08:00:00","03/07/2022 19:50:00","","","","","","Red","","","","","","","","","","","New","","","","","","","OM","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10217","11065426","TETRA-PAK INDIA PRIVATE LIMITED","Other Materials","","","990000416","TETRA LAVAL GROUP","SWITZERLAND","Approved","","","Completed","28/02/2022 08:00:00","03/07/2022 19:50:00","","","","","","Green","","","","","","","","","","","New","","","","","","","CH","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10218","13639031","GRACEWORKS REALTY & LEISURE PRIVATE LIMITED","CRE","","","990045188","ATUL RUIA GROUP","INDIA","Approved","","","Completed","30/11/2021 08:00:00","03/07/2022 19:50:00","","","","","","Red","","","","","","","","","","","New","","","","","","","IN","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10219","13539211","A ONE PRODUCTS AND BOTTLERS LIMITED","Food, Beverage & Tobacco","","","990050399","MOHAMMED ENTERPRISES (TANZANIA) LIMITED","TANZANIA, UNITED REPUBLIC OF","Approved","","","Completed","31/05/2022 08:00:00","03/07/2022 19:50:00","","","","","","Red","","","","","","","","","","","New","","","","","","","TZ","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10220","11208342","MESAIEED POWER COMPANY LIMITED","Utilities","","","990060274","GOVERNMENT OF QATAR GROUP","QATAR","Approved","","","Completed","31/03/2022 08:00:00","03/07/2022 19:50:00","","","","","","Green","","","","","","","","","","","New","","","","","","","QA","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10221","11142307","SHELL PAKISTAN LIMITED","Commodity Traders","","","990010539","ROYAL DUTCH / SHELL GROUP","UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND","Approved","","","Completed","30/04/2022 08:00:00","03/07/2022 19:50:00","","","","","","Green","","","","","","","","","","","New","","","","","","","GB","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10222","11144892","THE HUB POWER COMPANY LIMITED","Utilities","","","990023673","MEGA & INN GROUP","PAKISTAN","Approved","","","Completed","30/11/2021 08:00:00","03/07/2022 19:50:00","","","","","","Black","","","","","","","","","","","New","","","","","","","PK","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10223","13707939","WANHUA CHEMICAL (SINGAPORE) PTE. LTD.","Commodity Traders","","","990148991","WANHUA CHEMICAL GROUP CO.LTD","CHINA","Approved","","","Completed","31/10/2021 08:00:00","03/07/2022 19:50:00","","","","","","Red","","","","","","","","","","","New","","","","","","","CN","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10224","11147864","RVVGRFPQVJ WFQWRJFEA VRWWRWVQGRP","O&G Producer","","","990030096","CDDLWDWPOT DDPKCTDJU DKCJD","UNITED STATES OF AMERICA","Approved","","","Completed","31/03/2022 08:00:00","03/07/2022 19:50:00","","","","","","Red","","","","","","","","","","","New","","","","","","","US","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10225","11150279","PETRON MALAYSIA REFINING & MARKETING BHD","O&G Refiners and Petrochemicals","","","990035844","SAN MIGUEL GROUP","PHILIPPINES","Approved","","","Completed","30/11/2021 08:00:00","03/07/2022 19:50:00","","","","","","Amber","","","","","","","","","","","New","","","","","","","PH","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10226","11151679","LNAME11151679","Utilities","","","990305671","GRP NAME 990305671","UGANDA","Approved","","","Completed","31/10/2021 08:00:00","03/07/2022 19:50:00","","","","","","Green","","","","","","","","","","","New","","","","","","","UG","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10227","11200788","China Petroleum Engineering & Construction Corporation","O&G Services Provider","","","990027478","CHINA NATIONAL PETROLEUM CORPORATION (CNPC)","CHINA","Approved","","","Completed","27/02/2022 08:00:00","03/07/2022 19:50:00","","","","","","Amber","","","","","","","","","","","New","","","","","","","CN","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10228","11160307","CHINA POWER INTERNATIONAL DEVELOPMENT LIMITED","Utilities","","","990046010","STATE POWER INVESTMENT CORPORATION","CHINA","Approved","","","Completed","30/11/2021 08:00:00","03/07/2022 19:50:00","","","","","","Green","","","","","","","","","","","New","","","","","","","CN","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10229","11456357","KOSMOS ENERGY FINANCE INTERNATIONAL","O&G Producer","","","990058071","KOSMOS ENERGY","UNITED STATES OF AMERICA","Approved","","","Completed","31/05/2022 08:00:00","03/07/2022 19:50:00","","","","","","Red","","","","","","","","","","","New","","","","","","","US","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10230","13760113","Hanwha Energy USA Holdings Corporation","Utilities","","","990053627","HANWHA","KOREA, REPUBLIC OF","Approved","","","Completed","31/05/2022 08:00:00","03/07/2022 19:50:00","","","","","","Green","","","","","","","","","","","New","","","","","","","KR","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10231","13665396","LNAME13665396","T & S - Aviation","","","990321631","GRP NAME 990321631","UNITED STATES OF AMERICA","Approved","","","Completed","31/03/2022 08:00:00","03/07/2022 19:50:00","","","","","","Amber","","","","","","","","","","","New","","","","","","","US","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10232","12972648","EXXON EQUITY HOLDING COMPANY","O&G Producer","","","990000355","EXXONMOBIL CORPORATION","UNITED STATES OF AMERICA","Approved","","","Completed","31/10/2021 08:00:00","03/07/2022 19:50:00","","","","","","Black","","","","","","","","","","","New","","","","","","","US","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10233","11207305","ABOITIZ POWER CORPORATION","Utilities","","","990057853","ABOITIZ EQUITY VENTURES GROUP","PHILIPPINES","Approved","","","Completed","30/09/2021 08:00:00","03/07/2022 19:50:00","","","","","","Red","","","","","","","","","","","New","","","","","","","PH","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10234","13644023","JKYRIDGRWY GLY","O&G Offshore - Water Transport","","","990032499","GYLZUEIYWL","UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND","Approved","","","Completed","31/05/2022 08:00:00","03/07/2022 19:50:00","","","","","","Green","","","","","","","","","","","New","","","","","","","GB","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10235","13710492","POSCO INTERNATIONAL VIETNAM COMPANY LIMITED","Commodity Traders","","","990035917","POSCO","KOREA, REPUBLIC OF","Approved","","","Completed","31/01/2022 08:00:00","03/07/2022 19:50:00","","","","","","Green","","","","","","","","","","","New","","","","","","","KR","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10236","11203368","PAK-ARAB PIPELINE COMPANY LIMITED","Transportation and Storage","","","990024461","PAKISTAN GOVERNMENT","PAKISTAN","Approved","","","Completed","28/02/2022 08:00:00","03/07/2022 19:50:00","","","","","","Green","","","","","","","","","","","New","","","","","","","PK","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10237","13330564","SAP SE","Commercial  & Professional Services","","","990218288","SAP GROUP","GERMANY","Approved","","","Completed","30/11/2021 08:00:00","03/07/2022 19:50:00","","","","","","Green","","","","","","","","","","","New","","","","","","","DE","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10238","11268200","SK ENGINEERING AND CONSTRUCTION CO LTD","Building Products, Construction & Engineering","","","990000413","SK GROUP","KOREA, REPUBLIC OF","Approved","","","Completed","15/05/2022 08:00:00","03/07/2022 19:50:00","","","","","","Amber","","","","","","","","","","","New","","","","","","","KR","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10239","11272947","L NAME 11272947","Building Products, Construction & Engineering","","","990012969","GRP NAME 990012969","KOREA, REPUBLIC OF","Approved","","","Completed","31/12/2021 08:00:00","03/07/2022 19:50:00","","","","","","Green","","","","","","","","","","","New","","","","","","","SG","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10240","11075257","GAMUDA BERHAD","Building Products, Construction & Engineering","","","990011897","GAMUDA","MALAYSIA","Approved","","","Completed","31/12/2021 08:00:00","03/07/2022 19:50:00","","","","","","Red","","","","","","","","","","","New","","","","","","","MY","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10241","11171489","CAPITALAND TREASURY LIMITED","CRE","","","990003967","CAPITALAND GROUP","SINGAPORE","Approved","","","Completed","31/10/2021 08:00:00","03/07/2022 19:50:00","","","","","","Amber","","","","","","","","","","","New","","","","","","","SG","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10242","11079163","CIMIC GROUP LIMITED","Building Products, Construction & Engineering","","","990339825","CIMIC Group","AUSTRALIA","Approved","","","Completed","31/10/2021 08:00:00","03/07/2022 19:50:00","","","","","","Red","","","","","","","","","","","New","","","","","","","AU","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10243","11018216","HIP HING CONSTRUCTION COMPANY LIMITED","Building Products, Construction & Engineering","","","990002138","NEW WORLD","HONG KONG","Approved","","","Completed","31/05/2022 08:00:00","03/07/2022 19:50:00","","","","","","Amber","","","","","","","","","","","New","","","","","","","HK","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10244","11075781","IJM CORPORATION BERHAD","Building Products, Construction & Engineering","","","990024690","IJM CORPORATION BHD","MALAYSIA","Approved","","","Completed","31/12/2021 08:00:00","03/07/2022 19:50:00","","","","","","Green","","","","","","","","","","","New","","","","","","","MY","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10245","11032208","B&Q LIMITED","Building Products, Construction & Engineering","","","990002225","KINGFISHER GROUP","UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND","Approved","","","Completed","31/01/2022 08:00:00","03/07/2022 19:50:00","","","","","","Green","","","","","","","","","","","New","","","","","","","GB","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10246","11090564","ITALIAN-THAI DEVELOPMENT PUBLIC COMPANY LIMITED","Building Products, Construction & Engineering","","","990012823","ITALTHAI GROUP","THAILAND","Approved","","","Completed","31/12/2021 08:00:00","03/07/2022 19:50:00","","","","","","Red","","","","","","","","","","","New","","","","","","","TH","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10247","13729840","LNAME13729840","CRE","","","990024820","GRP NAME 990024820","SINGAPORE","Approved","","","Completed","30/06/2022 08:00:00","03/07/2022 19:50:00","","","","","","Red","","","","","","","","","","","New","","","","","","","SG","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10248","11117819","LNAME11117819","Building Products, Construction & Engineering","","","990027299","GRP NAME 990027299","UNITED ARAB EMIRATES","Approved","","","Completed","30/04/2022 08:00:00","03/07/2022 19:50:00","","","","","","Black","","","","","","","","","","","New","","","","","","","AE","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10249","11178279","JARDINE ENGINEERING CO., LTD.","Building Products, Construction & Engineering","","","990011512","JARDINE MATHESON GROUP","HONG KONG","Approved","","","Completed","31/12/2021 08:00:00","03/07/2022 19:50:00","","","","","","Amber","","","","","","","","","","","New","","","","","","","HK","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10250","13711896","SUNWAY TREASURY SUKUK SDN BHD","CRE","","","990068220","SUNWAY / TAN SRI JEFFREY CHEAH GROUP","MALAYSIA","Approved","","","Completed","31/12/2021 08:00:00","03/07/2022 19:50:00","","","","","","Black","","","","","","","","","","","New","","","","","","","MY","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10251","13627132","LNAME13627132","CRE","","","990296112","GRP NAME 990296112","SOUTH AFRICA","Approved","","","Completed","31/01/2022 08:00:00","03/07/2022 19:50:00","","","","","","Amber","","","","","","","","","","","New","","","","","","","ZA","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10252","13748465","MILPERRA FINANCE CO PTY LTD","CRE","","","990156831","BLACKSTONE GROUP LP (THE)","UNITED STATES OF AMERICA","Approved","","","Completed","30/10/2021 08:00:00","03/07/2022 19:50:00","","","","","","Red","","","","","","","","","","","New","","","","","","","US","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10253","11690000","VIETNAM GS ENTERPRISE ONE MEMBER LIMITED LIABILITY COMPANY","CRE","","","990028738","GS GROUP","KOREA, REPUBLIC OF","Approved","","","Completed","30/06/2022 08:00:00","03/07/2022 19:50:00","","","","","","Amber","","","","","","","","","","","New","","","","","","","KR","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10254","11149127","UYY LVVVDUF","Building Products, Construction & Engineering","","","990048244","WSS TCAEH","INDIA","Approved","","","Completed","30/04/2022 08:00:00","03/07/2022 19:50:00","","","","","","Green","","","","","","","","","","","New","","","","","","","IN","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10255","11150636","SHREE CEMENT LIMITED","Building Products, Construction & Engineering","","","990024392","B G BANGUR GROUP","INDIA","Approved","","","Completed","28/02/2022 08:00:00","03/07/2022 19:50:00","","","","","","Green","","","","","","","","","","","New","","","","","","","IN","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10256","11159798","L NAME 11159798","Building Products, Construction & Engineering","","","990028885","GRP NAME 990028885","SINGAPORE","Approved","","","Completed","30/11/2021 08:00:00","03/07/2022 19:50:00","","","","","","Green","","","","","","","","","","","New","","","","","","","JP","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10257","13705504","LNAME13705504","CRE","","","990333181","INVESTEC PROPERTY FUND LIMITED","SOUTH AFRICA","Approved","","","Completed","28/02/2022 08:00:00","03/07/2022 19:50:00","","","","","","Amber","","","","","","","","","","","New","","","","","","","ZA","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10258","11018143","CHOW SANG SANG JEWELLERY COMPANY LIMITED","Consumer Durables & Apparel","","","990003068","CHOW SANG SANG","HONG KONG","Approved","","","Completed","31/10/2021 08:00:00","03/07/2022 19:50:00","","","","","","Black","","","","","","","","","","","New","","","","","","","HK","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10259","13477524","BIRLA CARBON U.S.A., INC.","Other Materials","","","990000281","A V BIRLA GROUP","INDIA","Approved","","","Completed","30/09/2021 08:00:00","03/07/2022 19:50:00","","","","","","Red","","","","","","","","","","","New","","","","","","","IN","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10260","11026053","FANTASTIC NATURAL COSMETICS LIMITED","Consumer Durables & Apparel","","","990065459","FANCL","HONG KONG","Approved","","","Completed","31/01/2022 08:00:00","03/07/2022 19:50:00","","","","","","Green","","","","","","","","","","","New","","","","","","","HK","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10261","11208393","SHIHLIN ELECTRIC & ENGINEERING CORPORATION","Other Capital Goods","","","990072259","YEUNG DER INVESTMENT CO. LTD","TAIWAN","Approved","","","Completed","30/06/2022 08:00:00","03/07/2022 19:50:00","","","","","","Red","","","","","","","","","","","New","","","","","","","TW","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10262","11208009","LNAME11208009","Other Materials","","","990000316","GRP NAME 990000316","INDONESIA","Approved","","","Completed","30/11/2021 08:00:00","03/07/2022 19:50:00","","","","","","Green","","","","","","","","","","","New","","","","","","","ID","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10263","11097803","IHI CORPORATION","Other Capital Goods","","","990044835","IHI","JAPAN","Approved","","","Completed","31/10/2021 08:00:00","03/07/2022 19:50:00","","","","","","Green","","","","","","","","","","","New","","","","","","","JP","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10264","11338794","HYUNDAI CONSTRUCTION EQUIPMENT INDIA PRIVATE LIMITED","Other Capital Goods","","","990026729","HYUNDAI HEAVY INDUSTRIES GROUP","KOREA, REPUBLIC OF","Approved","","","Completed","30/11/2021 08:00:00","03/07/2022 19:50:00","","","","","","Green","","","","","","","","","","","New","","","","","","","KR","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10265","11000190","LNAME11000190","Technology Hardware & Equipment","","","990032995","GRP NAME 990032995","SINGAPORE","Approved","","","Completed","31/10/2021 08:00:00","03/07/2022 19:50:00","","","","","","Green","","","","","","","","","","","New","","","","","","","SG","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10266","11061972","LNAME11061972","Other Materials","","","990042701","GRP NAME 990042701","INDIA","Approved","","","Completed","30/06/2022 08:00:00","03/07/2022 19:50:00","","","","","","Green","","","","","","","","","","","New","","","","","","","IN","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10267","13807821","Trident Limited","Consumer Durables & Apparel","","","990353773","TRIDENT GROUP","INDIA","Approved","","","Completed","18/09/2021 08:00:00","03/07/2022 19:50:00","","","","","","Black","","","","","","","","","","","New","","","","","","","IN","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10268","11189533","LG HAUSYS TIANJIN CO., LTD.","Other Materials","","","990001105","LG GROUP","KOREA, REPUBLIC OF","Approved","","","Completed","31/05/2022 08:00:00","03/07/2022 19:50:00","","","","","","Red","","","","","","","","","","","New","","","","","","","KR","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10269","13447166","ASUS GLOBAL PTE. LTD.","Technology Hardware & Equipment","","","990047596","ASUS GROUP","TAIWAN","Approved","","","Completed","30/11/2021 08:00:00","03/07/2022 19:50:00","","","","","","Green","","","","","","","","","","","New","","","","","","","TW","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10270","11092786","MITSUI & CO., LTD.","Trading Companies & Distributors","","","990000084","MITSUI GROUP","JAPAN","Approved","","","Completed","31/12/2021 08:00:00","03/07/2022 19:50:00","","","","","","Green","","","","","","","","","","","New","","","","","","","JP","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10271","13832660","LNAME13832660","Other Capital Goods","","","990065163","GRP NAME 990065163","VIET NAM","Approved","","","Completed","30/06/2022 08:00:00","03/07/2022 19:50:00","","","","","","Black","","","","","","","","","","","New","","","","","","","VN","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10272","13832466","L NAME 13832466","Consumer Durables & Apparel","","","990346453","GRP NAME 990346453","GERMANY","Approved","","","Completed","30/06/2022 08:00:00","03/07/2022 19:50:00","","","","","","Green","","","","","","","","","","","New","","","","","","","DE","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10273","12705564","VPOWER GROUP HOLDINGS LIMITED","Other Capital Goods","","","990069167","VPOWER","HONG KONG","Approved","","","Completed","30/06/2022 08:00:00","03/07/2022 19:50:00","","","","","","Red","","","","","","","","","","","New","","","","","","","HK","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10274","11198661","SCHINDLER PARS INTERNATIONAL LTD","Other Capital Goods","","","990003228","SCHINDLER GROUP AG","SWITZERLAND","Approved","","","Completed","30/09/2021 08:00:00","03/07/2022 19:50:00","","","","","","Green","","","","","","","","","","","New","","","","","","","CH","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10275","11287608","WARTSILA OYJ ABP","Other Capital Goods","","","990065531","WARTSILA CORPORATION","FINLAND","Approved","","","Completed","30/06/2022 08:00:00","03/07/2022 19:50:00","","","","","","Green","","","","","","","","","","","New","","","","","","","FI","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10276","11085177","PT INDO-BHARAT RAYON","Consumer Durables & Apparel","","","990000281","A V BIRLA GROUP","INDIA","Approved","","","Completed","30/09/2021 08:00:00","03/07/2022 19:50:00","","","","","","Green","","","","","","","","","","","New","","","","","","","IN","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10277","11341954","HYOSUNG VIETNAM CO., LTD","Consumer Durables & Apparel","","","990012981","HYOSUNG GROUP","KOREA, REPUBLIC OF","Approved","","","Completed","31/05/2022 08:00:00","03/07/2022 19:50:00","","","","","","Red","","","","","","","","","","","New","","","","","","","KR","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10278","11217547","DYNAMIC APEX MACAO COMMERCIAL OFFSHORE LIMITED","Technology Hardware & Equipment","","","990049864","JU TENG GROUP","TAIWAN","Approved","","","Completed","30/09/2021 08:00:00","03/07/2022 19:50:00","","","","","","Black","","","","","","","","","","","New","","","","","","","TW","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
"10279","11173783","ROCKWOOL FIRESAFE INSULATION (GUANGZHOU) CO.,LTD.","Other Capital Goods","","","990071900","ROCKWOOL INTERNATIONAL GROUP","DENMARK","Approved","","","Completed","30/04/2022 08:00:00","03/07/2022 19:50:00","","","","","","Red","","","","","","","","","","","New","","","","","","","DK","CRQ v1","Satya test","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0"
